name,yelp_id,category_id,rating,review_count,price,distance,latitude,longitude,bike_station_id
Guu Original Thurlow,XFVGGq47_5mUM9QQsRO8nA,13065,4.0,784,$$,175,49.2839786648396,-123.125567978574,32f70f7ae14ba87523c6286a6c4d5c37
JOEY Burrard,nV-MkqGnkH1fyxuVCs5Jpw,13065,4.0,536,$$,115,49.2827851242953,-123.12316775322,32f70f7ae14ba87523c6286a6c4d5c37
Salathai Thai Restaurant,QeHqiRcA9C-6zA-j6_YkIQ,13065,3.5,422,$$,66,49.28221,-123.1238,32f70f7ae14ba87523c6286a6c4d5c37
Bacchus Restaurant & Lounge,2vXKCM4qvVhCiYuCjOSMEw,13065,4.0,182,$$$,137,49.28232,-123.12281,32f70f7ae14ba87523c6286a6c4d5c37
Italian Kitchen,g-WSOodoG-L81DFYWM0FMQ,13065,3.5,638,$$$,79,49.2825685,-123.1236112,32f70f7ae14ba87523c6286a6c4d5c37
Shizen Ya,as2xQt48ltKKDUQbMCBrMw,13065,4.0,582,$$,180,49.2808844,-123.1246278,32f70f7ae14ba87523c6286a6c4d5c37
Pacifico Pizzeria & Ristorante,d8Ft7RlTYeR1v4owVyK6Dg,13065,3.5,259,$$,94,49.281796224692,-123.123983242799,32f70f7ae14ba87523c6286a6c4d5c37
Chef Hung,_moR7OXFUl3qDDXaZIhzgg,13065,4.0,25,,78,49.28199,-123.12424,32f70f7ae14ba87523c6286a6c4d5c37
Earls Kitchen + Bar,DBaxxVNg13ng0_MfosTMJw,13065,3.5,277,$$,129,49.28153637059821,-123.12368905939982,32f70f7ae14ba87523c6286a6c4d5c37
The Ballyhoo Public House,RPvSCH2rpBJ7FVWK8gcNZA,13065,4.0,9,,69,49.28210210327892,-123.12397015451256,32f70f7ae14ba87523c6286a6c4d5c37
Hubbub,HrmXBx51bAXftEMAJy0iew,13065,4.0,226,$,133,49.2820063076819,-123.12302492559,32f70f7ae14ba87523c6286a6c4d5c37
Basil Box,HUrvINmrype_IcCX8N_AnA,13065,4.0,22,,125,49.2829154885879,-123.123093321919,32f70f7ae14ba87523c6286a6c4d5c37
One Saigon,O7yK196WXqGBOxK8KNgVwg,13065,3.5,81,$,189,49.2808775,-123.1246714,32f70f7ae14ba87523c6286a6c4d5c37
Pokerrito,k3C_bH4vPWQxrPifO2kWfA,13065,4.0,53,$$,194,49.2807858,-123.1248143,32f70f7ae14ba87523c6286a6c4d5c37
Trish Juice,b_SLh0Zh1qT4ovvPbYr4hA,13065,4.5,10,,189,49.28085,-123.12482,32f70f7ae14ba87523c6286a6c4d5c37
Roaming Dragon,Ssow1Z1RC9VT3u6qSmW-eA,13065,3.5,72,$,147,49.2831339782054,-123.122912943363,32f70f7ae14ba87523c6286a6c4d5c37
Sushi Maki Japanese Cuisine,_aGG6e3dWYrKyFNpdK_vpA,13065,3.0,41,$,195,49.2808011,-123.1247905,32f70f7ae14ba87523c6286a6c4d5c37
Zubu,XjycuK4Comu_agn_8PtpeA,13065,4.0,5,,107,49.28200687636412,-123.12342465140536,32f70f7ae14ba87523c6286a6c4d5c37
Jonathon T's Deli Restaurant,sGC3BkFnrCamF09G8cNbnQ,13065,0.0,0,,94,49.28203,-123.12576,32f70f7ae14ba87523c6286a6c4d5c37
Sausage Cart,sQ0fBSttmA3-LNxAaFwZTg,13065,5.0,1,,163,49.28329,-123.12273,32f70f7ae14ba87523c6286a6c4d5c37
Veresk Donair Hut,zv6KheIdkR3T9qL6mSHohQ,13065,2.0,1,,188,49.2808317,-123.1247428,32f70f7ae14ba87523c6286a6c4d5c37
Cafe De Medici,0QVXUXuvHqinFhwUGMVylA,13065,0.0,0,,195,49.28403,-123.12336,32f70f7ae14ba87523c6286a6c4d5c37
Sin Mei Trading Company,iwiLvitac9L2zqc7kZTOLQ,13065,0.0,0,,165,49.282549,-123.1220751,32f70f7ae14ba87523c6286a6c4d5c37
Lilu Deli & Restaurant,pAJ4hJDGV9QkWH2LZ3ul8Q,13065,0.0,0,,188,49.2808317,-123.1247428,32f70f7ae14ba87523c6286a6c4d5c37
Score on Davie,MimKL6DZXjW6pAB2USBADg,13065,4.5,344,$$,193,49.2823221457395,-123.134614739512,df5ab349a7a85d4b10da4cc3ec65c607
Kinara Indian Cuisine,9vDRiLnA5UGE2DiWOGQmuw,13065,4.0,32,,78,49.2831201857873,-123.135653703493,df5ab349a7a85d4b10da4cc3ec65c607
Matchstick Coffee,zknA7-f9PPbBT4FwWK8Ixg,13065,4.0,20,,119,49.28318,-123.13494,df5ab349a7a85d4b10da4cc3ec65c607
Le Coq Frit,vB_u-YiLvSmXUpdd_8D1LQ,13065,4.5,27,,74,49.2636151,-123.1479001,e0318460138ffbf4692005d5b5a9f900
Akbar's Own Dining Lounge,VcQA3_Ns-CpQwEAA99Kp6g,13065,3.5,102,$$,121,49.2638957,-123.1483493,e0318460138ffbf4692005d5b5a9f900
Viet Flavour Restaurant,eXCJpiJkC9nocc-KW9H0lA,13065,4.0,30,,140,49.2635951,-123.1462632,e0318460138ffbf4692005d5b5a9f900
Greens Organic + Natural Market,1BcSeadUycB1JM1Ru-cAVw,13065,3.5,48,$$,146,49.263575,-123.149878,e0318460138ffbf4692005d5b5a9f900
C&T Fried Chicken,lrTX-i6n1CQSz1hlqepyTQ,13065,4.5,15,,195,49.2639629,-123.1459703,e0318460138ffbf4692005d5b5a9f900
Blenz Coffee,kUby51PyC8IIaVBG3mKZzw,13065,2.5,31,$$,162,49.26359,-123.15041,e0318460138ffbf4692005d5b5a9f900
The Vancouver Fish Company,-E1kVYGDwyijG06SaCmvuQ,13065,3.5,249,$$$,117,49.2706337,-123.13633,db51c556fe50ec1deefbc9697c70cb51
The Sandbar Seafood Restaurant,0d9r36yJ2Zg9ggcOaAZmQA,13065,3.5,701,$$$,158,49.27165,-123.134376,db51c556fe50ec1deefbc9697c70cb51
The Keg Steakhouse + Bar,ZVcBdyUIupDQzbMvP1dzPg,13065,3.5,199,$$$,127,49.27129807379498,-123.13585121318752,db51c556fe50ec1deefbc9697c70cb51
Tony's Fish & Oyster Cafe,gAjatT2KWVbEI6dVa-Kd0A,13065,3.5,216,$$,111,49.2707626,-123.1361439,db51c556fe50ec1deefbc9697c70cb51
Alimentaria Mexicana,wJuDPnJoACTm6oBLzCUfkw,13065,3.5,47,$$$,161,49.27174542091458,-123.13493058085443,db51c556fe50ec1deefbc9697c70cb51
Off the Tracks Espresso Bar and Bistro,BMtilzWQheOVprAwNoHSTQ,13065,3.5,64,$$,91,49.2704079,-123.1340809,db51c556fe50ec1deefbc9697c70cb51
Blue Hat Bistro,zcl4Gd-WHQ5sqNE8CnlfFg,13065,3.5,83,$$,189,49.26986,-123.13792,db51c556fe50ec1deefbc9697c70cb51
My Island Café,QICqmih79q_lHJQXa00z-g,13065,4.5,3,,94,49.27031,-123.13626,db51c556fe50ec1deefbc9697c70cb51
Beanstalk Bistro,X6JLoqZtGWsl7SlhTU0Vhw,13065,3.5,5,,82,49.2702199,-123.1356738,db51c556fe50ec1deefbc9697c70cb51
Object Design Claims,9jCCotXVvhfedv5tjvhOCA,13065,0.0,0,,164,49.2716761,-123.134462,db51c556fe50ec1deefbc9697c70cb51
Yolks,CX-NLp9SM3V2ooO9RIOhYg,13065,4.0,435,$$,110,49.281081,-123.072931,58a026f0c506caec20697a4f90538450
Sneaky Pete's Pool Cafe,g5e7KBn26r3cwMx-CvdoHg,13065,4.5,3,,52,49.280892171875216,-123.07399213314056,58a026f0c506caec20697a4f90538450
Nonna's Table Cafe & Pizzeria,7wea88BM03iACnI26XwTCw,13065,3.0,30,$$,105,49.2813660649828,-123.074312455088,58a026f0c506caec20697a4f90538450
Lupo,wHTXCWVsx2PYPT21JV-HeQ,13065,4.5,432,$$$,176,49.27823,-123.1174,0e0aef6fabaa808b3a3cef24657257a4
JINYA Ramen Bar - Vancouver,8-l4x9EYK6JAbMycfrDU3Q,13065,4.0,414,$$,146,49.28031515071204,-123.11793569570304,0e0aef6fabaa808b3a3cef24657257a4
Tutto,vdQbDQHPq_nA30ngxEgMJg,13065,4.5,49,$$$,89,49.2784091,-123.1187139,0e0aef6fabaa808b3a3cef24657257a4
Homer St. Cafe and Bar,_-8ejJfWv0xttOgqU8a0NA,13065,3.5,343,$$,117,49.2783665,-123.1182373,0e0aef6fabaa808b3a3cef24657257a4
Per Se Social Corner,s_Wc0w6NA4KzRwEG27SL5Q,13065,3.5,231,$$,89,49.2785831916346,-123.118480343303,0e0aef6fabaa808b3a3cef24657257a4
Cibo Trattoria,E07HAZDr5pQW9r_T-h1Qcw,13065,3.5,132,$$$,89,49.27946,-123.12045,0e0aef6fabaa808b3a3cef24657257a4
Japadog,a7YBnJsJUSg5AnfDM9ZmYg,13065,4.0,822,$,124,49.2802668,-123.1184049,0e0aef6fabaa808b3a3cef24657257a4
Uva Wine & Cocktail Bar,7tG5HXPSwk98q0Cc_ICicQ,13065,4.0,204,$$,89,49.27946,-123.12045,0e0aef6fabaa808b3a3cef24657257a4
Red Card Sports Bar + Eatery,Yqp6VvqXT-1n1uIog0TiSQ,13065,3.0,112,$$,84,49.2793335643147,-123.120303153992,0e0aef6fabaa808b3a3cef24657257a4
Straight Outta Brooklyn NYC Pizzeria,Bznl0qYDT-V6DIVkimUBKw,13065,4.0,224,$,183,49.2791165,-123.1166227,0e0aef6fabaa808b3a3cef24657257a4
Incognito Coffee,3ByjrLF8nyArUxvO6vqJCw,13065,4.5,151,$$,129,49.2803854,-123.1196299,0e0aef6fabaa808b3a3cef24657257a4
Paramount Fine Foods,DudKSeV0CYf3K9ApnihG2A,13065,3.5,148,$$,128,49.2803610180563,-123.118611177157,0e0aef6fabaa808b3a3cef24657257a4
Hendricks Resto-Lounge,UAYCq0BHeHLYGCEBslpj1g,13065,4.0,23,$$,164,49.27984,-123.11688,0e0aef6fabaa808b3a3cef24657257a4
Roxy Burger,ch8fd1GZU_gWwijNWgIsXg,13065,3.0,77,$$,198,49.279967406049416,-123.12165820912195,0e0aef6fabaa808b3a3cef24657257a4
Memphis Blues BBQ,QAmbdy-Cg1GRA-NTSLkcXQ,13065,3.0,123,$$,123,49.2797675122035,-123.117631673813,0e0aef6fabaa808b3a3cef24657257a4
Tractor,r1zXupB1vrDB6WLzBf2FDA,13065,4.0,78,$$,156,49.2806237171195,-123.118595941751,0e0aef6fabaa808b3a3cef24657257a4
Viet Sub,3rymK-sN2iuN3R0crSBQVQ,13065,4.0,269,$,123,49.2801634,-123.1182089,0e0aef6fabaa808b3a3cef24657257a4
Pizza Garden Smithe,0YioR9H49FkkggyEiijcyQ,13065,3.5,145,$,163,49.2802367,-123.1210328,0e0aef6fabaa808b3a3cef24657257a4
Bentoya,GwJi5y2V5efOEQSM8UfvcA,13065,4.0,31,,119,49.2800969076001,-123.118120506406,0e0aef6fabaa808b3a3cef24657257a4
Super Chef Grill,vtGxOG7DVS7ftBzRW94uDA,13065,4.5,81,$,187,49.279012421188,-123.116581099631,0e0aef6fabaa808b3a3cef24657257a4
The Chopped Leaf,ZhOsv4f2cTw8n3K4BgHAAw,13065,3.0,96,$$,110,49.2798522,-123.1177342,0e0aef6fabaa808b3a3cef24657257a4
ZAC.ZAC Japanese Curry House,QA89npzfKP8-Qd2sGIKfTA,13065,4.0,95,$,135,49.2804712,-123.1186985,0e0aef6fabaa808b3a3cef24657257a4
Falafel King,CnMFaUx_ALosYlhPA5eCHw,13065,3.5,34,,119,49.2802107,-123.118284,0e0aef6fabaa808b3a3cef24657257a4
Curry Fusion,j8Y5g0hGCTeyIKoVtlJHCg,13065,4.5,45,$,141,49.2804427,-123.1184283,0e0aef6fabaa808b3a3cef24657257a4
Dublin Calling,PIOjZSmhxq9IX-EMCOF0SA,13065,2.5,41,$$,176,49.2800688,-123.1215138,0e0aef6fabaa808b3a3cef24657257a4
Sushi Bros,wQX_TZqgV-xJH6aNNPwayA,13065,4.0,36,,175,49.2791884,-123.1167306,0e0aef6fabaa808b3a3cef24657257a4
Meat & Bread,Hz2piNANW8OOmakhM8lVZA,13065,3.5,25,,197,49.28096,-123.11898,0e0aef6fabaa808b3a3cef24657257a4
Ebi-Ten,741SMgw6IZUEuQOCqzcSfg,13065,3.5,144,$$,164,49.2792075,-123.1167593,0e0aef6fabaa808b3a3cef24657257a4
Grab N Go,5Lpmkn24RhExTwtguzDSAA,13065,4.0,10,,187,49.2780795,-123.1173949,0e0aef6fabaa808b3a3cef24657257a4
A&W,F7wUp0MF5aCHqRYF-BDshQ,13065,2.5,12,$$,125,49.27964106,-123.11751371,0e0aef6fabaa808b3a3cef24657257a4
Prost Haus,tUCAPBn2LrdWncH2MSqmlA,13065,3.0,10,,177,49.2799481,-123.1213578,0e0aef6fabaa808b3a3cef24657257a4
E-Mo Restaurant,baaRyYSG9yF-vaazmvq0lA,13065,3.0,15,$$,135,49.2804712,-123.1186985,0e0aef6fabaa808b3a3cef24657257a4
Le Parfait,-wci94VxIknaBS_-7vQXsA,13065,4.5,3,,142,49.27914137816261,-123.1171837,0e0aef6fabaa808b3a3cef24657257a4
Aladdin Cafe,lbOpkv-F4wS4lb8MouP0DA,13065,3.0,74,$,184,49.2809146278682,-123.118941949609,0e0aef6fabaa808b3a3cef24657257a4
Masarang Deli Department of Hmart,dHp4-O-5zOGQzqEXT2jPOw,13065,4.0,1,$,135,49.2804718,-123.1186981,0e0aef6fabaa808b3a3cef24657257a4
Big G Fried Chicken Steaks,_euBl_vh5YewBn0vj3H6KQ,13065,2.5,22,,172,49.2791896432564,-123.116764649749,0e0aef6fabaa808b3a3cef24657257a4
SKK,_hgnabctXKOVhiU6XkbxQg,13065,2.0,21,$,178,49.2793149,-123.1166865,0e0aef6fabaa808b3a3cef24657257a4
DQ / Orange Julius Store,AUZzqFeoDjDwIsM53a1ngA,13065,3.0,13,$$,124,49.279578,-123.1174955,0e0aef6fabaa808b3a3cef24657257a4
Pelicana Chicken,z_4L33kItkBtPbTi9x8U0A,13065,3.5,2,,172,49.27920182795086,-123.1167646497488,0e0aef6fabaa808b3a3cef24657257a4
Gong cha,zSI_0yNVgHyrcgV3rciOvg,13065,5.0,1,,168,49.27905,-123.11695,0e0aef6fabaa808b3a3cef24657257a4
Temaki Sushi,OULhS4WGI_mh5gRGLZBySg,13065,4.0,158,$$,77,49.263919,-123.154395,2681455ba2d97283998a806b14d3e95c
Casereccio Foods,qR4rQOC8ewW0PD5KK9Blng,13065,4.5,30,,178,49.2642,-123.15742,2681455ba2d97283998a806b14d3e95c
Gyo Para Gyoza & Ramen Bar,jEB1fdlOACZLofxH_Ca2xQ,13065,4.0,99,$$,133,49.2637073656912,-123.153455257416,2681455ba2d97283998a806b14d3e95c
Evelyn's Coffee Shop,l14TILhWRFE3XeyrhK0H6w,13065,4.5,42,$,50,49.2637323,-123.1548308,2681455ba2d97283998a806b14d3e95c
Yagoto Sushi Dining,HhJyqNI0VOge4euARmlN7A,13065,4.5,77,$$,81,49.263793589572,-123.154220015935,2681455ba2d97283998a806b14d3e95c
Livni Café & Bakery,tUh4NuINdnkbVF16iPc2wQ,13065,5.0,4,,64,49.2640185,-123.1557477,2681455ba2d97283998a806b14d3e95c
Z&W Shanghai,sB69pz8tOErRkHEU7k44nQ,13065,4.0,23,,137,49.2635679666207,-123.153370158669,2681455ba2d97283998a806b14d3e95c
Edible Flours,_kCmJ7NbgMjAsSUQsmyrlw,13065,4.0,81,$,116,49.2637482974399,-123.156828558096,2681455ba2d97283998a806b14d3e95c
Napoletana Pizza Cafe & Gelato,V2MqBu1-l3PNISA2BkvLSw,13065,3.5,59,$$,189,49.2629833278338,-123.152794573611,2681455ba2d97283998a806b14d3e95c
Regal Beagle,LziFVCriy7E3PpwpiGgjmw,13065,3.0,61,$$,128,49.26419,-123.15681,2681455ba2d97283998a806b14d3e95c
Platform 7,zm699HmLWnw8PgT1JDw5Ag,13065,3.5,73,$$,192,49.2636455299244,-123.157918382853,2681455ba2d97283998a806b14d3e95c
Super Smash Burgers,lceqOJdlxAuey7uvo7kmng,13065,0.0,0,,138,49.26419,-123.15702,2681455ba2d97283998a806b14d3e95c
Yogi-Yo Korean Restaurant,5lxhq0nQJ4OThhSAvoAZ6g,13065,3.5,2,,182,49.263136,-123.1528246,2681455ba2d97283998a806b14d3e95c
Jamjar - Folk Lebanese Food,OHdcby7tM50qyOOcV9nrvA,13065,4.0,254,$$,79,49.264412,-123.0695951,c64ee19c62a363019ddbaedf71df2882
B House,t9g6KKmAl0dgsftMxGpXPA,13065,4.5,19,,85,49.264473795087,-123.069533295929,c64ee19c62a363019ddbaedf71df2882
Loku Japanese Cuisine,vLnt37_PWcAiTvw-SJIJMQ,13065,3.5,25,,79,49.264412,-123.0695951,c64ee19c62a363019ddbaedf71df2882
Harambe Restaurant,kiNams-1PqBfHMEu4jJKrA,13065,4.0,134,$$,197,49.265519,-123.069867,c64ee19c62a363019ddbaedf71df2882
Juno Provisions,9ltXAbwXKZa7FECq9tdGgg,13065,4.0,12,,74,49.26440881423837,-123.07001609355211,c64ee19c62a363019ddbaedf71df2882
Broadway Station Sushi,qojkMf7X9QjjTBMpsFIkiw,13065,3.5,92,$$,189,49.2621642815068,-123.07085772678,c64ee19c62a363019ddbaedf71df2882
Uncle Fatih's Pizza,I_htQGvBNVkH2j1zaEfANQ,13065,3.5,171,$,141,49.2624549,-123.0700874,c64ee19c62a363019ddbaedf71df2882
Megabite Pizza,JIlC64DUU57S5PDmtPb9yA,13065,2.5,52,$,112,49.2626382,-123.0696451,c64ee19c62a363019ddbaedf71df2882
A&W,hIPlc-k-0-g6oTcH1C5BZQ,13065,2.5,30,$,117,49.2627265,-123.0694771,c64ee19c62a363019ddbaedf71df2882
Blenz Coffee,s7RG7BBV4Yp0r6OaJ6wPwQ,13065,2.5,28,$,123,49.2626384,-123.069741,c64ee19c62a363019ddbaedf71df2882
DK Chicken,4dx9reXFn8EINhbHrBiYgw,13065,4.0,8,,191,49.26201,-123.07091,c64ee19c62a363019ddbaedf71df2882
Donair Dude,o-AGcEVVbNDk3_SCEhNERg,13065,3.5,3,,115,49.2627798,-123.0694127,c64ee19c62a363019ddbaedf71df2882
Hon’s Wonton House,n756OL-fbe0sOKAMEfsphg,13065,2.5,5,,143,49.26257739188594,-123.070719278168,c64ee19c62a363019ddbaedf71df2882
Joon's Kitchen,4sJgeCWPtd9Hx1OcXXmX_w,13065,4.0,58,,78,49.2580379,-123.1270746,421516af381a11f54d07fc79be68d3d3
Zaccary's Pizza,13Iwpf9JdYB2IFE2D4-Tsw,13065,4.0,58,$$,142,49.2572655,-123.1271051,421516af381a11f54d07fc79be68d3d3
Rayhan,gzkgE04Ys0fFJrmSxWbGNQ,13065,4.0,20,,149,49.2572592,-123.1271051,421516af381a11f54d07fc79be68d3d3
De Dutch,wUDhTxF_oZMRr6X1-LQCHg,13065,3.5,44,$$,165,49.2572523,-123.1271051,421516af381a11f54d07fc79be68d3d3
Folke Restaurant,LfA9OPsOhDKU-BMJ9fLyog,13065,4.5,7,,23,49.2641529,-123.1643358,abfaf72456a4828a22f5bf60d3a80777
Mr. Red Cafe,EvVCF3mompCg3PPkpqip2A,13065,4.0,118,$$,90,49.2640755304294,-123.165913715756,abfaf72456a4828a22f5bf60d3a80777
Dairy Queen Grill & Chill,tpbj_b1MWaLd8cVjJl5u-w,13065,3.0,22,$,15,49.26423812406744,-123.16488750659573,abfaf72456a4828a22f5bf60d3a80777
Sunshine Diner,x63Njqk1QbKT3_QawD4IIQ,13065,3.5,149,$$,52,49.264136,-123.165389,abfaf72456a4828a22f5bf60d3a80777
White Spot,GG3V3pzpE9pRIKzA_AphbA,13065,3.5,64,$$,118,49.2638179420072,-123.163287331925,abfaf72456a4828a22f5bf60d3a80777
Nat's New York Pizzeria,XgOcemy8NPoxwi4LBOrqfw,13065,3.5,119,$,101,49.2638609,-123.1659228,abfaf72456a4828a22f5bf60d3a80777
Ah Long Sushi,gn6wsk4yrpgEKk5UdqUugg,13065,3.5,6,,112,49.2641841,-123.1662602,abfaf72456a4828a22f5bf60d3a80777
Cafe Crepe,1XJ_LDAFk4uryxHfktnMYA,13065,2.5,2,,120,49.2641845,-123.1662892,abfaf72456a4828a22f5bf60d3a80777
Hitoe Sushi Japanese Restaurant,FmD4x9ClmSzSLKOTV7jfXw,13065,4.0,175,$$,81,49.268648,-123.1789136,671ce9e4a92063620f772d2c57f0f3ab
Castaway Bar and Kitchen,Lnv8SNIQgnoZ-FzLzf19Og,13065,3.0,19,,24,49.2686233,-123.1773567,671ce9e4a92063620f772d2c57f0f3ab
Kits Coffee & Bistro,ny6Qdg9JYX6zoTMurk_Rcw,13065,0.0,0,,27,49.2687347,-123.1779806,671ce9e4a92063620f772d2c57f0f3ab
Published On Main,5-adl2zPRMgammVOoz5WEg,13065,4.5,90,,18,49.25283186017385,-123.10116032897228,89a0b49a66e54a7639ad960962148a3e
Foglifter Coffee Roasters,2sN6gCCslZrPo5-C7HZ90A,13065,4.0,15,$,62,49.2531365,-123.1007951,89a0b49a66e54a7639ad960962148a3e
Bob Likes Thai Food,D4JtQNTI4X3KcbzacDJsMw,13065,3.5,193,$$,147,49.25134,-123.10133,89a0b49a66e54a7639ad960962148a3e
Suyo Modern Peruvian,X6BwoRVw9SZllZ4jAMfdSQ,13065,4.5,10,,149,49.2540292,-123.10106599580521,89a0b49a66e54a7639ad960962148a3e
Sushi Main,TRYXC-fnNuWe41w-7xVLew,13065,3.5,25,$$,102,49.2518921,-123.100769,89a0b49a66e54a7639ad960962148a3e
Coco et Olive Fine Foods & Cafe,JloM6Wfz5YPBzZkJ8J6qyQ,13065,3.5,82,$$,112,49.251657,-123.1011876,89a0b49a66e54a7639ad960962148a3e
Church's Texas Chicken,eIjgojlxRxC77-PZQkIo6w,13065,3.0,37,$,164,49.2541697,-123.101263,89a0b49a66e54a7639ad960962148a3e
Pittie Coffee,OGlfpaWoE4UnPyDuRCbjIg,13065,4.0,8,,90,49.2519475,-123.1008351,89a0b49a66e54a7639ad960962148a3e
Pizza Hut,kyKSPGalAGSUdEv38Cx9Uw,13065,1.5,38,$$,189,49.2543999,-123.10131,89a0b49a66e54a7639ad960962148a3e
To Dine For Eatery,Z63CvMshIW9FjDRaFph3bg,13065,4.5,71,$$,167,49.2724419,-123.0957108,44fc3d58831a9f2b919c7a3a1838b74a
McDonald's,d6uZPjjuWz4_k96JeHTZhw,13065,2.5,45,$,200,49.271917,-123.100716411045,44fc3d58831a9f2b919c7a3a1838b74a
Donair Dude,mctpdqAN0bHz2QgYWYu0Mw,13065,4.5,2,,143,49.2729945,-123.0998487,44fc3d58831a9f2b919c7a3a1838b74a
Ekki Sushi,Z3Kyy6z55tOup6VpIVR8fw,13065,4.5,4,,178,49.27377,-123.09797,44fc3d58831a9f2b919c7a3a1838b74a
Brock House Restaurant,PzB-695W-NwF7_Ama9WT3g,13065,3.0,41,$$$,112,49.2718708453302,-123.190484473825,d40db8c27c5bd409d57cfa846f73c378
iDen & Quan Ju De Beijing Duck House,Zi8Ywk36Ws_4zjw2gjMMFA,13065,3.5,77,,60,49.26021,-123.1148451,07b13214cb69f2ec007d888450f3d6bc
Indian Roti Kitchen,pJge_LJ3NV8iQtrERe6AyQ,13065,4.5,158,$$,74,49.25901,-123.11538,07b13214cb69f2ec007d888450f3d6bc
Passion8 Dessert Cafe,-HfxEoo3wIWFApvuDcHEGg,13065,4.0,208,$$,128,49.258435242883,-123.11499774456,07b13214cb69f2ec007d888450f3d6bc
The Golden Horn Turkish Bakery & Cafe,rZNgrcmNQWqxS54FiNvxJw,13065,5.0,9,,45,49.25981092848732,-123.11528339982033,07b13214cb69f2ec007d888450f3d6bc
Tropika On Cambie,KN9zCrgwHj_iWQGEf3Vzyw,13065,3.0,174,$$,82,49.2589,-123.11538,07b13214cb69f2ec007d888450f3d6bc
New Sun Restaurant,ovjumOkIMjG36JGdhdTNUA,13065,3.5,27,$,52,49.2592643,-123.1152101,07b13214cb69f2ec007d888450f3d6bc
The Firewood Café,NPOkjob3PFlNrvZ-GO3fqQ,13065,4.0,120,$$,117,49.2584924,-123.1148336,07b13214cb69f2ec007d888450f3d6bc
Shiro,HIJlNqu7VKYAxFApilHg6w,13065,4.0,244,$$,183,49.2580042,-123.1149151,07b13214cb69f2ec007d888450f3d6bc
Hot Delivery Chinese Food,pQsTrwmMl9qRlXaJ9_RCzw,13065,2.5,54,$$,98,49.2586971,-123.1149428,07b13214cb69f2ec007d888450f3d6bc
Kyu Grill,NBm-y1Jv-sV5TeDmOWDP_A,13065,4.0,13,,135,49.2603797912598,-123.113357543945,07b13214cb69f2ec007d888450f3d6bc
V Yaletown,lI_MtIincsGqUGMmvzEZRw,13065,3.5,6,$$,92,49.2588426791359,-123.114166259766,07b13214cb69f2ec007d888450f3d6bc
Bubble Waffle Cafe,NAP1sxQaytZs9HPAP9o5cQ,13065,4.0,17,$,200,49.26086,-123.11629,07b13214cb69f2ec007d888450f3d6bc
La Taqueria Food Truck,llF189b_pwk0h4pvnP4q-g,13065,4.5,7,,193,49.261226,-123.1139268,07b13214cb69f2ec007d888450f3d6bc
Chirpyhut Fried Chicken,AdlGyoE9ff7dxZv-tklsLQ,13065,3.5,13,,165,49.2580199,-123.1149151,07b13214cb69f2ec007d888450f3d6bc
Kim Son Vietnamese,zAyRbzNdf8WZKPEz5omR_A,13065,3.5,11,$,200,49.26086,-123.11629,07b13214cb69f2ec007d888450f3d6bc
Soup Zone,E8_KAo1Wu6zRYbfy511I3w,13065,3.5,10,$$,200,49.26086,-123.11629,07b13214cb69f2ec007d888450f3d6bc
Old Country Pierogi,bejZFTZusWxVngrsk4RE0Q,13065,3.5,7,$,193,49.261226,-123.1139268,07b13214cb69f2ec007d888450f3d6bc
Freshii,B_Fh6c4ltuglgTsSGUwmVA,13065,3.5,3,,200,49.26098811906002,-123.11649508774282,07b13214cb69f2ec007d888450f3d6bc
Five Star Fried Chicken,nVCUL9tCURfWGAJIw0F5Fw,13065,3.0,6,,200,49.26086,-123.11629,07b13214cb69f2ec007d888450f3d6bc
A&W,a2TPk6l9bnsXHjIwjZt0nw,13065,2.0,10,$,200,49.26086,-123.11629,07b13214cb69f2ec007d888450f3d6bc
Thai Away Home,Ya281wgqbI3MbXXR2r6p_A,13065,3.0,7,,170,49.2607144,-123.116348,07b13214cb69f2ec007d888450f3d6bc
Chili Tank,KZCG_rFrSixuGCmQWhghOQ,13065,5.0,1,,193,49.261226,-123.1139268,07b13214cb69f2ec007d888450f3d6bc
Subway,xflI2M3ZSnqihlDwjTSlCw,13065,2.0,6,,200,49.26086,-123.11629,07b13214cb69f2ec007d888450f3d6bc
Hiro Sushi,1EmTFvc3EUWPHuVt_9UB0w,13065,4.0,1,$,164,49.2608604,-123.1162872,07b13214cb69f2ec007d888450f3d6bc
King's Wok,afQjQ9hdh-cPVMW_9PtpTw,13065,4.0,1,,177,49.26082467067226,-123.11630498617889,07b13214cb69f2ec007d888450f3d6bc
Sushi Tomi,VRNav8OB91V4ic0yTNcOHQ,13065,2.5,6,,193,49.2609728026344,-123.116367682815,07b13214cb69f2ec007d888450f3d6bc
Keegan Country,s7xLMRGqBUhxndYzfiP9Xw,13065,1.0,1,,193,49.261226,-123.1139268,07b13214cb69f2ec007d888450f3d6bc
Yuzu,PM1_JLPnZVPbgScyNEQFKA,13065,2.5,3,,183,49.2580042,-123.1149151,07b13214cb69f2ec007d888450f3d6bc
CanTresor Pretzels,jHJrCb-MgilhZoLF1VV7nQ,13065,2.0,2,,200,49.26086,-123.11629,07b13214cb69f2ec007d888450f3d6bc
Dairy Queen,UHoaUfR1gWsSo3Nr6_5nBg,13065,0.0,0,,177,49.2608340067044,-123.116287021026,07b13214cb69f2ec007d888450f3d6bc
